name	iPS_Ctrl_TP_vs_iPS_BD_NR_TP	iPS_Ctrl_TP_vs_iPS_BD_R_TP	iPS_Ctrl_TP_vs_iPS_BD_TP	UnChanged_iPS_Ctrl_TP_vs_Primary_TP
GLYHISLYSt	0	0	0	1
GLYLEUHYDROc	0	0	0	1
GLYLYSCYSr	0	0	0	1
GLYLYSCYSt	0	0	0	1
GLYLYSPHEr	0	0	0	1
GLYLYSPHEt	0	0	0	1
GLYPHEHYc	0	0	0	1
GLYSARCNc	0	0	0	1
GLYSARPEPT1tc	0	0	0	1
GLYSNAT5tc	0	0	0	1
GLYt2r	0	0	0	1
GLYt4	0	0	0	1
GLYt7_211_r	0	0	0	1
GLYt7_311_r	0	0	0	1
GLYtm	0	0	0	1
GLYTYRLYSr	0	0	0	1
GLYTYRLYSt	0	0	0	1
GLYVALHISr	0	0	0	1
GLYVALHISt	0	0	0	1
GM1tl	0	0	0	1
GMAND	0	0	0	1
GMPtg	0	0	0	1
GSNt	0	0	0	1
GSNt2r	0	0	0	1
GTHP	0	0	0	1
GTHPm	0	0	0	1
GULN3D	0	0	0	1
H2CO3D	0	0	0	1
H2CO3Dm	0	0	0	1
H2O2t	0	0	0	1
H2O2tly	0	0	0	1
H2O2tm	0	0	0	1
H2OGLYAQPt	0	0	0	1
H2Ot	0	0	0	1
H2Oter	0	0	0	1
H2Otly	0	0	0	1
H2Otm	0	0	0	1
H2Otn	0	0	0	1
H2Otp	0	0	0	1
HAtly	0	0	0	1
HC00319t2	0	0	0	1
HC00342te	0	0	0	1
HC00900t2	0	0	0	1
HC00900t3	0	0	0	1
HC00900t4	0	0	0	1
HC02220t	0	0	0	1
HCO3_CLt	0	0	0	1
HCO3_NAt	0	0	0	1
HCYSte	0	0	0	1
HDCAter	0	0	0	1
HDCAtr	0	0	0	1
HEPDECETH	0	0	0	1
HEX10	0	0	0	1
HEX4	0	0	0	1
HEXAHBl	0	0	0	1
HEXCCOAtx	0	0	0	1
HEXDECEETH	0	0	0	1
HEXDIACtd	0	0	0	1
HEXDIACtr	0	0	0	1
HEXDICOAACBP	0	0	0	1
HEXDICOAACBPx	0	0	0	1
HGENTISt	0	0	0	1
HGNTOR	0	0	0	1
HIBDm	0	0	0	1
HISARGCYSr	0	0	0	1
HISARGCYSt	0	0	0	1
HISARGSERr	0	0	0	1
HISARGSERt	0	0	0	1
HISASPr	0	0	0	1
HISASPt	0	0	0	1
HISDC	0	0	0	1
HISGLNALAr	0	0	0	1
HISGLNALAt	0	0	0	1
HISGLUGLNr	0	0	0	1
HISGLUGLNt	0	0	0	1
HISGLUr	0	0	0	1
HISGLUt	0	0	0	1
HISGLYLYSr	0	0	0	1
HISGLYLYSt	0	0	0	1
HISHISLYSr	0	0	0	1
HISHISLYSt	0	0	0	1
HISLYSALAr	0	0	0	1
HISLYSALAt	0	0	0	1
HISLYSGLUr	0	0	0	1
HISLYSGLUt	0	0	0	1
HISLYSILEr	0	0	0	1
HISLYSILEt	0	0	0	1
HISLYSTHRr	0	0	0	1
HISLYSTHRt	0	0	0	1
HISLYSVALr	0	0	0	1
HISLYSVALt	0	0	0	1
HISMETGLNr	0	0	0	1
HISMETGLNt	0	0	0	1
HISMETr	0	0	0	1
HISMETt	0	0	0	1
HISPHEARGr	0	0	0	1
HISPHEARGt	0	0	0	1
HISPROLYSr	0	0	0	1
HISPROLYSt	0	0	0	1
HISSNAT5tc	0	0	0	1
HISt4	0	0	0	1
HISTASE	0	0	0	1
HISTAtu	0	0	0	1
HIStN1	0	0	0	1
HISTRPHISr	0	0	0	1
HISTRPHISt	0	0	0	1
HMCRNc	0	0	0	1
HMCRNt	0	0	0	1
HMGCOAtm	0	0	0	1
HMGCOAtx	0	0	0	1
HMR_0003	0	0	0	1
HMR_0008	0	0	0	1
HMR_0019	0	0	0	1
HMR_0020	0	0	0	1
HMR_0155	0	0	0	1
HMR_0164	0	0	0	1
HMR_0165	0	0	0	1
HMR_0166	0	0	0	1
HMR_0170	0	0	0	1
HMR_0171	0	0	0	1
HMR_0172	0	0	0	1
HMR_0176	0	0	0	1
HMR_0183	0	0	0	1
HMR_0184	0	0	0	1
HMR_0185	0	0	0	1
HMR_0189	0	0	0	1
HMR_0197	0	0	0	1
HMR_0201	0	0	0	1
HMR_0234	0	0	0	1
HMR_0374	0	0	0	1
HMR_0375	0	0	0	1
HMR_0378	0	0	0	1
HMR_0767	0	0	0	1
HMR_0775	0	0	0	1
HMR_0809	0	0	0	1
HMR_0812	0	0	0	1
HMR_0814	0	0	0	1
HMR_0817	0	0	0	1
HMR_0822	0	0	0	1
HMR_0859	0	0	0	1
HMR_0875	0	0	0	1
HMR_0876	0	0	0	1
HMR_0889	0	0	0	1
HMR_0890	0	0	0	1
HMR_0906	0	0	0	1
HMR_0907	0	0	0	1
HMR_0908	0	0	0	1
HMR_0909	0	0	0	1
HMR_0910	0	0	0	1
HMR_1085	0	0	0	1
HMR_1095	0	0	0	1
HMR_1102	0	0	0	1
HMR_1280	0	0	0	1
HMR_1311	0	0	0	1
HMR_1321	0	0	0	1
HMR_1329	0	0	0	1
HMR_1331	0	0	0	1
HMR_1373	0	0	0	1
HMR_1532	0	0	0	1
HMR_1565	0	0	0	1
HMR_1620	0	0	0	1
HMR_1623	0	0	0	1
HMR_1981	0	0	0	1
HMR_1988	0	0	0	1
HMR_2002	0	0	0	1
HMR_2007	0	0	0	1
HMR_2041	0	0	0	1
HMR_2087	0	0	0	1
HMR_2088	0	0	0	1
HMR_2089	0	0	0	1
HMR_2090	0	0	0	1
HMR_2215	0	0	0	1
HMR_2217	0	0	0	1
HMR_2218	0	0	0	1
HMR_2219	0	0	0	1
HMR_2267	0	0	0	1
HMR_2268	0	0	0	1
HMR_2269	0	0	0	1
HMR_2270	0	0	0	1
HMR_2288	0	0	0	1
HMR_2289	0	0	0	1
HMR_2569	0	0	0	1
HMR_2608	0	0	0	1
HMR_2609	0	0	0	1
HMR_2610	0	0	0	1
HMR_2612	0	0	0	1
HMR_2624	0	0	0	1
HMR_2644	0	0	0	1
HMR_2648	0	0	0	1
HMR_2649	0	0	0	1
HMR_2650	0	0	0	1
HMR_2651	0	0	0	1
HMR_2652	0	0	0	1
HMR_2653	0	0	0	1
HMR_2655	0	0	0	1
HMR_2667	0	0	0	1
HMR_2673	0	0	0	1
HMR_2679	0	0	0	1
HMR_2684	0	0	0	1
HMR_2685	0	0	0	1
HMR_2686	0	0	0	1
HMR_2703	0	0	0	1
HMR_2704	0	0	0	1
HMR_2705	0	0	0	1
HMR_2706	0	0	0	1
HMR_2707	0	0	0	1
HMR_2715	0	0	0	1
HMR_2718	0	0	0	1
HMR_2722	0	0	0	1
HMR_2727	0	0	0	1
HMR_2731	0	0	0	1
HMR_2739	0	0	0	1
HMR_2740	0	0	0	1
HMR_2741	0	0	0	1
HMR_2748	0	0	0	1
HMR_2753	0	0	0	1
HMR_2757	0	0	0	1
HMR_2760	0	0	0	1
HMR_2764	0	0	0	1
HMR_2774	0	0	0	1
HMR_2775	0	0	0	1
HMR_2776	0	0	0	1
HMR_2861	0	0	0	1
HMR_2862	0	0	0	1
HMR_3057	0	0	0	1
HMR_3058	0	0	0	1
HMR_3059	0	0	0	1
HMR_3062	0	0	0	1
HMR_3063	0	0	0	1
HMR_3064	0	0	0	1
HMR_3065	0	0	0	1
HMR_3066	0	0	0	1
HMR_3067	0	0	0	1
HMR_3068	0	0	0	1
HMR_3069	0	0	0	1
HMR_3106	0	0	0	1
HMR_3107	0	0	0	1
HMR_3108	0	0	0	1
HMR_3109	0	0	0	1
HMR_3110	0	0	0	1
HMR_3178	0	0	0	1
HMR_3179	0	0	0	1
HMR_3180	0	0	0	1
HMR_3181	0	0	0	1
HMR_3182	0	0	0	1
HMR_3183	0	0	0	1
HMR_3184	0	0	0	1
HMR_3185	0	0	0	1
HMR_3186	0	0	0	1
HMR_3187	0	0	0	1
HMR_3188	0	0	0	1
HMR_3189	0	0	0	1
HMR_3190	0	0	0	1
HMR_3191	0	0	0	1
HMR_3192	0	0	0	1
HMR_3193	0	0	0	1
HMR_3194	0	0	0	1
HMR_3195	0	0	0	1
HMR_3196	0	0	0	1
HMR_3197	0	0	0	1
HMR_3198	0	0	0	1
HMR_3199	0	0	0	1
HMR_3200	0	0	0	1
HMR_3201	0	0	0	1
HMR_3202	0	0	0	1
HMR_3203	0	0	0	1
HMR_3204	0	0	0	1
HMR_3205	0	0	0	1
HMR_3218	0	0	0	1
HMR_3219	0	0	0	1
HMR_3220	0	0	0	1
HMR_3221	0	0	0	1
HMR_3222	0	0	0	1
HMR_3223	0	0	0	1
HMR_3224	0	0	0	1
HMR_3225	0	0	0	1
HMR_3296	0	0	0	1
HMR_3330	0	0	0	1
HMR_3331	0	0	0	1
HMR_3332	0	0	0	1
HMR_3333	0	0	0	1
HMR_3334	0	0	0	1
HMR_3335	0	0	0	1
HMR_3336	0	0	0	1
HMR_3337	0	0	0	1
HMR_3338	0	0	0	1
HMR_3339	0	0	0	1
HMR_3340	0	0	0	1
HMR_3341	0	0	0	1
HMR_3396	0	0	0	1
HMR_3397	0	0	0	1
HMR_3425	0	0	0	1
HMR_3433	0	0	0	1
HMR_3452	0	0	0	1
HMR_3453	0	0	0	1
HMR_3454	0	0	0	1
HMR_3456	0	0	0	1
HMR_3457	0	0	0	1
HMR_3478	0	0	0	1
HMR_3505	0	0	0	1
HMR_3520	0	0	0	1
HMR_3522	0	0	0	1
HMR_3597	0	0	0	1
HMR_3831	0	0	0	1
HMR_3864	0	0	0	1
HMR_3915	0	0	0	1
HMR_4182	0	0	0	1
HMR_4270	0	0	0	1
HMR_4422	0	0	0	1
HMR_4592	0	0	0	1
HMR_4831	0	0	0	1
HMR_5301	0	0	0	1
HMR_6364	0	0	0	1
HMR_6397	0	0	0	1
HMR_6408	0	0	0	1
HMR_6500	0	0	0	1
HMR_6534	0	0	0	1
HMR_6607	0	0	0	1
HMR_6611	0	0	0	1
HMR_6629	0	0	0	1
HMR_6632	0	0	0	1
HMR_6633	0	0	0	1
HMR_6755	0	0	0	1
HMR_6790	0	0	0	1
HMR_6975	0	0	0	1
HMR_6976	0	0	0	1
HMR_6977	0	0	0	1
HMR_6978	0	0	0	1
HMR_6986	0	0	0	1
HMR_7198	0	0	0	1
HMR_7199	0	0	0	1
HMR_7328	0	0	0	1
HMR_7329	0	0	0	1
HMR_7330	0	0	0	1
HMR_7431	0	0	0	1
HMR_7432	0	0	0	1
HMR_7628	0	0	0	1
HMR_7748	0	0	0	1
HMR_7749	0	0	0	1
HMR_7756	0	0	0	1
HMR_7898	0	0	0	1
HMR_7900	0	0	0	1
HMR_7903	0	0	0	1
HMR_7977	0	0	0	1
HMR_8023	0	0	0	1
HMR_8374	0	0	0	1
HMR_8418	0	0	0	1
HMR_8562	0	0	0	1
HMR_8585	0	0	0	1
HMR_8761	0	0	0	1
HMR_8762	0	0	0	1
HMR_9179	0	0	0	1
HMR_9180	0	0	0	1
HMR_9187	0	0	0	1
HMR_9191	0	0	0	1
HMR_9191_e	0	0	0	1
HMR_9608	0	0	0	1
HMR_9630	0	0	0	1
HMR_9639	0	0	0	1
HMR_9642	0	0	0	1
HMR_9644	0	0	0	1
HMR_9647	0	0	0	1
HMR_9648	0	0	0	1
HMR_9658	0	0	0	1
HMR_9660	0	0	0	1
HMR_9661	0	0	0	1
HMR_9662	0	0	0	1
HMR_9667	0	0	0	1
HMR_9669	0	0	0	1
HMR_9670	0	0	0	1
HMR_9671	0	0	0	1
HMR_9674	0	0	0	1
HMR_9676	0	0	0	1
HMR_9680	0	0	0	1
HPDCACRNt	0	0	0	1
HPDECECOAm	0	0	0	1
HPDECEm	0	0	0	1
HPDECEte	0	0	0	1
HPDECEtm	0	0	0	1
HS1ly	0	0	0	1
HS2ly	0	0	0	1
HS3ly	0	0	0	1
HS4ly	0	0	0	1
HSAT1ly	0	0	0	1
HSAT2ly	0	0	0	1
HSAT3ly	0	0	0	1
HSAT4ly	0	0	0	1
HSD17B1	0	0	0	1
HSD3A1r	0	0	0	1
HSD3A2r	0	0	0	1
HSPASEly	0	0	0	1
HSPGt	0	0	0	1
HSPGtly	0	0	0	1
Htx	0	0	0	1
HXCOAc	0	0	0	1
HXCOAte	0	0	0	1
IBUP_Rtdhep	0	0	0	1
IBUP_Rtdu	0	0	0	1
IBUP_Stdhep	0	0	0	1
IBUP_Stdu	0	0	0	1
ICDCHOLt	0	0	0	1
ICDHxm	0	0	0	1
ICDHy	0	0	0	1
ICDHyrm	0	0	0	1
ICITtr	0	0	0	1
IDOAASE1ly	0	0	0	1
IDOAASE2ly	0	0	0	1
IDOAASE3ly	0	0	0	1
IDOAASE4ly	0	0	0	1
IDOURte	0	0	0	1
IDOURtly	0	0	0	1
IDPtn	0	0	0	1
ILEARGILEr	0	0	0	1
ILEARGILEt	0	0	0	1
ILEASNHISr	0	0	0	1
ILEASNHISt	0	0	0	1
ILEASPr	0	0	0	1
ILEASPt	0	0	0	1
ILEGLNGLUr	0	0	0	1
ILEGLNGLUt	0	0	0	1
ILEGLYARGr	0	0	0	1
ILEGLYARGt	0	0	0	1
ILEPROLYSr	0	0	0	1
ILEPROLYSt	0	0	0	1
ILESERARGr	0	0	0	1
ILESERARGt	0	0	0	1
ILEtec	0	0	0	1
ILETRPTYRr	0	0	0	1
ILETRPTYRt	0	0	0	1
IM4ACte	0	0	0	1
IMACTD	0	0	0	1
IND3ACt	0	0	0	1
INSt	0	0	0	1
INSt2	0	0	0	1
INSTt2r	0	0	0	1
INSTt4	0	0	0	1
INSTt4_2	0	0	0	1
IPDDI	0	0	0	1
ISOCHOLt	0	0	0	1
ITCOAL1m	0	0	0	1
ITCOALm	0	0	0	1
ITPtn	0	0	0	1
KCC2t	0	0	0	1
KCCt	0	0	0	1
KHK2	0	0	0	1
KHte	0	0	0	1
KSItly	0	0	0	1
L_LACt2r	0	0	0	1
L_LACt4r	0	0	0	1
L_LACtm	0	0	0	1
LACLt	0	0	0	1
LACZe	0	0	0	1
LCYSTAT	0	0	0	1
LCYSTt	0	0	0	1
LDH_L	0	0	0	1
LDH_Lm	0	0	0	1
LEUALAARGr	0	0	0	1
LEUALAARGt	0	0	0	1
LEUASNASPr	0	0	0	1
LEUASNASPt	0	0	0	1
LEUASPLYSr	0	0	0	1
LEUASPLYSt	0	0	0	1
LEUKTRA4t	0	0	0	1
LEUKTRD4t	0	0	0	1
LEUKTRE4t	0	0	0	1
LEULEUTRPr	0	0	0	1
LEULEUTRPt	0	0	0	1
LEUPROARGr	0	0	0	1
LEUPROARGt	0	0	0	1
LEUPROr	0	0	0	1
LEUPROt	0	0	0	1
LEUSERTRPr	0	0	0	1
LEUSERTRPt	0	0	0	1
LEUtec	0	0	0	1
LEUTRPARGr	0	0	0	1
LEUTRPARGt	0	0	0	1
LEUTRPr	0	0	0	1
LEUTRPt	0	0	0	1
LEUTYRTYRr	0	0	0	1
LEUTYRTYRt	0	0	0	1
LEUVALr	0	0	0	1
LEUVALt	0	0	0	1
LGNCt	0	0	0	1
LHCYSTIN	0	0	0	1
LHCYSTINt	0	0	0	1
LINKDEG1ly	0	0	0	1
LINKDEG2ly	0	0	0	1
LINKDEG3ly	0	0	0	1
LINKDEG4ly	0	0	0	1
LKYNRtr	0	0	0	1
LKYNRtr3	0	0	0	1
LNELDCCRNt	0	0	0	1
LNLCCRNNAt	0	0	0	1
LNLNCAt	0	0	0	1
LNLNCGCRNt	0	0	0	1
LPAMt	0	0	0	1
LPAMtm	0	0	0	1
LPCHOLt	0	0	0	1
LST4EXPTDhc	0	0	0	1
LST4EXPthc	0	0	0	1
LSTNM7TDhc	0	0	0	1
LSTNM7thc	0	0	0	1
LSTNRATt	0	0	0	1
LSTNtd	0	0	0	1
LYSARGLEUr	0	0	0	1
LYSARGLEUt	0	0	0	1
LYSCYSHISr	0	0	0	1
LYSCYSHISt	0	0	0	1
LYSGLNPHEr	0	0	0	1
LYSGLNPHEt	0	0	0	1
LYSGLUGLUr	0	0	0	1
LYSGLUGLUt	0	0	0	1
LYSLYSLYSr	0	0	0	1
LYSLYSLYSt	0	0	0	1
LYSPHEILEr	0	0	0	1
LYSPHEILEt	0	0	0	1
LYSt4	0	0	0	1
LYStiDF	0	0	0	1
LYSTRPARGr	0	0	0	1
LYSTRPARGt	0	0	0	1
LYSTYRILEr	0	0	0	1
LYSTYRILEt	0	0	0	1
LYSVALPHEr	0	0	0	1
LYSVALPHEt	0	0	0	1
LYSVALTRPr	0	0	0	1
LYSVALTRPt	0	0	0	1
MACACI	0	0	0	1
MAL_Lte	0	0	0	1
MAL_Ltx	0	0	0	1
MALOAtm	0	0	0	1
MALSO3tm	0	0	0	1
MALSO4tm	0	0	0	1
MALT	0	0	0	1
MALtm	0	0	0	1
MALTSULtm	0	0	0	1
MALTTTRt	0	0	0	1
MANt1r	0	0	0	1
MANt4	0	0	0	1
MANtly	0	0	0	1
MCPST	0	0	0	1
MDH	0	0	0	1
MDHm	0	0	0	1
MDHx	0	0	0	1
ME1m	0	0	0	1
ME2	0	0	0	1
ME2m	0	0	0	1
MECOALm	0	0	0	1
MECOAS1m	0	0	0	1
METARGLEUr	0	0	0	1
METARGLEUt	0	0	0	1
METASNTYRr	0	0	0	1
METASNTYRt	0	0	0	1
METGLNTYRr	0	0	0	1
METGLNTYRt	0	0	0	1
METGLYARGr	0	0	0	1
METGLYARGt	0	0	0	1
METHISLYSr	0	0	0	1
METHISLYSt	0	0	0	1
METLEUex	0	0	0	1
METMETILEr	0	0	0	1
METMETILEt	0	0	0	1
METPHEARGr	0	0	0	1
METPHEARGt	0	0	0	1
METt4	0	0	0	1
METtec	0	0	0	1
METTRPPHEr	0	0	0	1
METTRPPHEt	0	0	0	1
MEV_Rt	0	0	0	1
MI13456PK	0	0	0	1
MI1345PKc	0	0	0	1
MI145PP	0	0	0	1
MI14Ptn	0	0	0	1
MK10t	0	0	0	1
MK11t	0	0	0	1
MK7t	0	0	0	1
MK8t	0	0	0	1
MK9t	0	0	0	1
MLTG1	0	0	0	1
MLTHFtm	0	0	0	1
MMAt2e	0	0	0	1
MTHFC	0	0	0	1
MTHFCm	0	0	0	1
MTHFD	0	0	0	1
MTHFD2	0	0	0	1
MTHFD2m	0	0	0	1
MTHFDm	0	0	0	1
N2M2NMASNtly	0	0	0	1
NACHEX10ly	0	0	0	1
NACHEX11ly	0	0	0	1
NACHEX12ly	0	0	0	1
NACHEX13ly	0	0	0	1
NACHEX14ly	0	0	0	1
NACHEX15ly	0	0	0	1
NACHEX16ly	0	0	0	1
NACHEX17ly	0	0	0	1
NACHEX18ly	0	0	0	1
NACHEX19ly	0	0	0	1
NACHEX1ly	0	0	0	1
NACHEX20ly	0	0	0	1
NACHEX21ly	0	0	0	1
NACHEX22ly	0	0	0	1
NACHEX27ly	0	0	0	1
NACHEX2ly	0	0	0	1
NACHEX3ly	0	0	0	1
NACHEX4ly	0	0	0	1
NACHEX5ly	0	0	0	1
NACHEX8ly	0	0	0	1
NACHEX9ly	0	0	0	1
NACHEXA5ly	0	0	0	1
NACSMCTte	0	0	0	1
NACUP	0	0	0	1
NADPQNOXR	0	0	0	1
NADQNOXR	0	0	0	1
NADtn	0	0	0	1
NAHCO3_HCLt	0	0	0	1
NAt	0	0	0	1
NAt3_1	0	0	0	1
NAt3_1g	0	0	0	1
NAt5	0	0	0	1
NCAMUP	0	0	0	1
NCKt	0	0	0	1
NCNt	0	0	0	1
NDP3ex	0	0	0	1
NDPK1	0	0	0	1
NDPK10	0	0	0	1
NDPK10n	0	0	0	1
NDPK1m	0	0	0	1
NDPK1n	0	0	0	1
NDPK2	0	0	0	1
NDPK3	0	0	0	1
NDPK3n	0	0	0	1
NDPK4	0	0	0	1
NDPK4n	0	0	0	1
NDPK5	0	0	0	1
NDPK5n	0	0	0	1
NDPK6	0	0	0	1
NDPK6n	0	0	0	1
NDPK7	0	0	0	1
NDPK7m	0	0	0	1
NDPK7n	0	0	0	1
NDPK8	0	0	0	1
NDPK8n	0	0	0	1
NDPK9	0	0	0	1
NDPK9n	0	0	0	1
NFDLAChc	0	0	0	1
NFDLACtep	0	0	0	1
NFDOHtep	0	0	0	1
NH4t3r	0	0	0	1
NH4tb	0	0	0	1
NKCC2t	0	0	0	1
NKCCt	0	0	0	1
NMNATn	0	0	0	1
NMNATr	0	0	0	1
NMNS	0	0	0	1
NMNtn	0	0	0	1
NNDPR	0	0	0	1
NRPPHRt4_2_r	0	0	0	1
NRPPHRtu	0	0	0	1
NTD12	0	0	0	1
NTD4e	0	0	0	1
NTD9e	0	0	0	1
NTPP10	0	0	0	1
NTPP9	0	0	0	1
O2t	0	0	0	1
OAAt	0	0	0	1
OCDCAtr	0	0	0	1
OLEETH	0	0	0	1
ORN_Dte	0	0	0	1
ORN_Dtx	0	0	0	1
ORNDC	0	0	0	1
ORNt3m	0	0	0	1
ORNt4m	0	0	0	1
ORNTArm	0	0	0	1
OROT5Ptr	0	0	0	1
ORPT	0	0	0	1
OXYPtepv	0	0	0	1
OXYPthc	0	0	0	1
P5CDm	0	0	0	1
PA_HSter	0	0	0	1
PA_HStg	0	0	0	1
pac	0	0	0	1
PAILAR_HSPLA2	0	0	0	1
PAILPALM_HSPLA2	0	0	0	1
PAILPALM_HSSECt	0	0	0	1
PAILR_HSSECt	0	0	0	1
PAN4PP	0	0	0	1
PCHLN225_HSABCt	0	0	0	1
PCHOL_HStg	0	0	0	1
PCHOL2LINL_HSABCt	0	0	0	1
PCHOL2LINL_HSPLA2	0	0	0	1
PCHOL2OLE_HSABCt	0	0	0	1
PCHOL2OLE_HSPLA2	0	0	0	1
PCHOL2PALM_HSPLA2	0	0	0	1
PCHOL2PALM_HSte	0	0	0	1
PCHOL2STE_HSABCt	0	0	0	1
PCHOL2STE_HSPLA2	0	0	0	1
PCHOLAR_HSABCt	0	0	0	1
PCHOLAR_HSPLA2	0	0	0	1
PCHOLDEIC_HSPLA2	0	0	0	1
PCHOLDET_HSPLA2	0	0	0	1
PCHOLDOC_HSABCt	0	0	0	1
PCHOLDOC_HSPLA2	0	0	0	1
PCHOLEIC_HSABCt	0	0	0	1
PCHOLET_HSABCt	0	0	0	1
PCHOLHEP_HSABCt	0	0	0	1
PCHOLHEP_HSPLA2	0	0	0	1
PCHOLLINL_HSABCt	0	0	0	1
PCHOLLINL_HSPLA2	0	0	0	1
PCHOLMYR_HsABCt	0	0	0	1
PCHOLMYR_HSPLA2	0	0	0	1
PCHOLN15_HSABCt	0	0	0	1
PCHOLN15_HSPLA2	0	0	0	1
PCHOLN183_HSABCt	0	0	0	1
PCHOLN183_HSPLA2	0	0	0	1
PCHOLN1836_HSABCt	0	0	0	1
PCHOLN1836_HSPLA2	0	0	0	1
PCHOLN19_HSABCt	0	0	0	1
PCHOLN19_HSPLA2	0	0	0	1
PCHOLN201_HSABCt	0	0	0	1
PCHOLN201_HSPLA2	0	0	0	1
PCHOLN203_HSABCt	0	0	0	1
PCHOLN203_HSPLA2	0	0	0	1
PCHOLN204_HSABCt	0	0	0	1
PCHOLN204_HSPLA2	0	0	0	1
PCHOLN205_HSABCt	0	0	0	1
PCHOLN205_HSPLA2	0	0	0	1
PCHOLN224_HSABCt	0	0	0	1
PCHOLN224_HSPLA2	0	0	0	1
PCHOLN225_HSABCt	0	0	0	1
PCHOLN225_HSPLA2	0	0	0	1
PCHOLN2254_HSABCt	0	0	0	1
PCHOLN2254_HSPLA2	0	0	0	1
PCHOLN226_HSPLA2	0	0	0	1
PCHOLN24_HSPLA2	0	0	0	1
PCHOLN261_HSPLA2	0	0	0	1
PCHOLN261_HSte	0	0	0	1
PCHOLN264_HSABCt	0	0	0	1
PCHOLN28_HSPLA2	0	0	0	1
PCHOLN28_HSte	0	0	0	1
PCHOLN281_HSPLA2	0	0	0	1
PCHOLN281_HSte	0	0	0	1
PCHOLOLE_HSABCt	0	0	0	1
PCHOLOLE_HSPLA2	0	0	0	1
PCHOLP_hs	0	0	0	1
PCHOLPALM_HSPLA2	0	0	0	1
PCHOLPALME_HSPLA2	0	0	0	1
PCHOLPALME-HSABCt	0	0	0	1
PCHOLPg_hs	0	0	0	1
PCHOLPm_hs	0	0	0	1
PCHOLPr_hs	0	0	0	1
PCHOLSTE_HSABCt	0	0	0	1
PCHOLSTE_HSPLA2	0	0	0	1
PCREATte	0	0	0	1
PCREATtmdiffir	0	0	0	1
PCRNte	0	0	0	1
PCRNtm	0	0	0	1
PDX5PO	0	0	0	1
PE_HSter	0	0	0	1
PE12_HSABCt	0	0	0	1
Pe13_HSABCt	0	0	0	1
PE14_HSABCt	0	0	0	1
PE15_HSABCt	0	0	0	1
PE161_HSABCt	0	0	0	1
PE17_HSABCt	0	0	0	1
PE203_HSABCt	0	0	0	1
PE203_HSPLA2	0	0	0	1
PE224_HSPLA2	0	0	0	1
PE224_HSte	0	0	0	1
PE226_HSABCt	0	0	0	1
PE226_HSPLA2	0	0	0	1
PE2LINL_HSABCt	0	0	0	1
PE2LINL_HSPLA2	0	0	0	1
PEAR_HSABCt	0	0	0	1
PEAR_HSPLA2	0	0	0	1
PEDH12_HSPLA2	0	0	0	1
PEDH13_HSPLA2	0	0	0	1
PEDH14_HSPLA2	0	0	0	1
PEDH15_HSPLA2	0	0	0	1
PEDH161_HSPLA2	0	0	0	1
PEDH17_HSPLA2	0	0	0	1
PEDH203_HSABCt	0	0	0	1
PEDH203_HSPLA2	0	0	0	1
PEHSFABPe	0	0	0	1
PELINETH	0	0	0	1
PELINL_HSABCt	0	0	0	1
PELINL_HSPLA2	0	0	0	1
PELPALM_HSABCt	0	0	0	1
PENDECAETH	0	0	0	1
PEOLE_HSABCt	0	0	0	1
PEOLE_HSPLA2	0	0	0	1
PEPALM	0	0	0	1
PEPALM_HSASBCt	0	0	0	1
PEPALM_HSPLA2	0	0	0	1
PEPtr	0	0	0	1
PEt	0	0	0	1
PETOHMm_hs	0	0	0	1
PFK	0	0	0	1
PGDI	0	0	0	1
PGDIr	0	0	0	1
PGI	0	0	0	1
PGLYCt	0	0	0	1
PGPP_hs	0	0	0	1
PGPPT	0	0	0	1
PHCDm	0	0	0	1
PHCHGSm	0	0	0	1
PHEASNMETr	0	0	0	1
PHEASNMETt	0	0	0	1
PHEASPr	0	0	0	1
PHEASPt	0	0	0	1
PHEGLNPHEr	0	0	0	1
PHEGLNPHEt	0	0	0	1
PHELEUASPr	0	0	0	1
PHELEUASPt	0	0	0	1
PHELEUHISr	0	0	0	1
PHELEUHISt	0	0	0	1
PHELEUr	0	0	0	1
PHELEUt	0	0	0	1
PHELYSALAr	0	0	0	1
PHELYSALAt	0	0	0	1
PHELYSPROr	0	0	0	1
PHELYSPROt	0	0	0	1
PHEPHEASNr	0	0	0	1
PHEPHEASNt	0	0	0	1
PHEPHEr	0	0	0	1
PHEPHEt	0	0	0	1
PHEPHETHRr	0	0	0	1
PHEPHETHRt	0	0	0	1
PHEPROARGr	0	0	0	1
PHEPROARGt	0	0	0	1
PHESERTRPr	0	0	0	1
PHESERTRPt	0	0	0	1
PHEt4	0	0	0	1
PHETA1	0	0	0	1
PHETA1m	0	0	0	1
PHEtec	0	0	0	1
PHETHRLYSr	0	0	0	1
PHETHRLYSt	0	0	0	1
PHETRPLEUr	0	0	0	1
PHETRPLEUt	0	0	0	1
PHETYRGLNr	0	0	0	1
PHETYRGLNt	0	0	0	1
PHETYRLYSr	0	0	0	1
PHETYRLYSt	0	0	0	1
PHETYRr	0	0	0	1
PHETYRt	0	0	0	1
PHLAC	0	0	0	1
PHLACHt	0	0	0	1
PHPYRte	0	0	0	1
PHPYRtm	0	0	0	1
PHYHx	0	0	0	1
PHYTt	0	0	0	1
PI34P4Pn	0	0	0	1
PI3P3Pn	0	0	0	1
PI45PLC	0	0	0	1
